Reference_Period,Avg_Entry_Level_Wage
2006.0,10.81710700158228
2011.0,11.806874710678409
2013.0,13.396917808219179
2015.0,13.550307692307692
2016.0,13.808929765886287
2017.0,15.9
2019.0,15.50102564102564
2021.0,15.727435515873015
2022.0,15.335960264900663
2023.0,15.787087378640775
2024.0,16.668903743315507
